,player_name,team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,year,pid,hometown,new school, ast/tov, rimmade, rimmade+rimmiss, midmade, midmade+midmiss, rimmade/(rimmade+rimmiss), midmade/(midmade+midmiss), dunksmade, dunksmiss+dunksmade, dunksmade/(dunksmade+dunksmiss), dporpag, stops, bpm, obpm, dbpm,New Conf
511,Kolby King,St. John's,BE,26,14.9,81.4,16.3,37.5,39.32,3.2,12,12.4,23.3,6,11,0.545,9,29,0.31,0.5,1.1,21.2,Fr,2-Jun,12,-0.197512,2023,75883,"Pembroke Pines, FL",Tulane,1.142804085,6,17,3,12,0.352941176,0.25,0,1,0,0.697337,0,-3.9378,-3.34328,-0.594525,Amer
512,Daman Tate,Boston University,Pat,22,25.4,94.2,21.7,47.2,48.32,2.1,16.6,13.4,16.6,12,21,0.571,24,55,0.436,0.4,1.3,19.4,Jr,5-Jun,13,0.365373,2023,71109,"Roxbury, MA",Norfolk St.,0.8696,20,39,4,16,0.512820513,0.25,1,2,0.5,1.09861,0,-4.74976,-2.72044,-2.02932,MEAC
513,Andre Screen,Bucknell,Pat,28,51.9,104.1,26,62,61.63,7.1,21.9,16,21.9,54,95,0.568,129,206,0.626,6.1,1,45.7,Jr,Jul-00,23,1.7088,2023,73829,"Alexandria, VA",Butler,0.688551868,95,142,34,64,0.669014085,0.53125,29,31,0.935483871,1.98656,0,0.382868,-1.2427,1.62557,BE
514,Chase Cormier,Northeastern,CAA,29,31.8,85.9,19.3,42.3,45.74,1.5,8,17.2,24.9,21,33,0.636,22,55,0.4,0,0.8,33.7,Fr,2-Jun,3,-0.140628,2023,76483,"Milton, GA",Wofford,1.06445276,10,23,12,32,0.434782609,0.375,0,0,0,0.69901,0,-8.31921,-4.36829,-3.95092,SC
515,B.J. Mack,Wofford,SC,30,78.1,117.7,24.7,56,59.94,4.3,17.8,9.4,11.6,95,117,0.812,129,217,0.594,1.6,1.2,32.1,Sr,8-Jun,33,3.84979,2023,70625,"Charlotte, NC",South Carolina,0.977812544,81,119,48,98,0.680672269,0.489795918,0,1,0,1.81329,0,0.500443,3.29513,-2.79469,SEC
516,Kuany Kuany,California,P12,32,62.9,93.6,22.1,42,50.41,3.5,15.3,8.1,17.9,93,113,0.823,55,137,0.401,2,1.5,48.9,Sr,9-Jun,13,1.21377,2023,70904,"Melbourne, Australia",VCU,0.519261538,32,58,23,79,0.551724138,0.291139241,7,7,1,2.23057,0,-1.23762,-1.32489,0.0872762,A10
517,Curtis Jones,Buffalo,MAC,29,77.8,113.8,21.6,49.6,52.04,3.3,13.3,18.1,8.6,55,73,0.753,91,195,0.467,0.4,2.4,18.8,So,5-Jun,3,3.17849,2023,75721,"Minneapolis, MN",Iowa St.,2.878816346,43,88,49,107,0.488636364,0.457943925,2,2,1,2.70649,0,3.45186,3.93258,-0.48072,B12
518,Isaiah Sulack,Tennessee,SEC,3,0.4,106.6,33.4,50,60.61,18.9,0,36.1,30.4,1,1,1,1,2,0.5,0,0,50,Sr,5-Jun,31,0.277736,2023,73081,"Knoxville, TN",Marist,1,0,0,1,2,0,0.5,0,0,0,0.1918,0,1.26378,2.29485,-1.03107,MAAC
519,O'Mar Stanley,St. John's,BE,31,34.8,120.2,12.9,67.9,66.77,7.2,12.4,4.4,18,15,27,0.556,59,87,0.678,5.6,1.5,27.6,So,8-Jun,4,1.29259,2023,75352,"Overland Park, KS",Boise St.,0.599969002,47,61,11,25,0.770491803,0.44,17,17,1,1.63949,0,4.78475,1.30293,3.48182,MWC
520,Julian Rishwain,San Francisco,WCC,19,28.5,87.5,17.1,37.3,42.32,2.6,11.6,7,15.8,24,34,0.706,11,33,0.333,0,2.1,33.3,Jr,5-Jun,2,-0.215684,2023,70713,"Los Angeles, CA",Florida,1,11,26,0,7,0.423076923,0,0,0,0,1.68243,0,-2.60995,-1.8246,-0.785348,SEC
521,Oton Jankovic,Tulane,Amer,3,0.2,63.7,39.7,100,100,0,0,0,68.1,0,0,0,1,1,1,0,0,0,So,10-Jun,10,-0.0410969,2023,70359,"Zagreb, Croatia",Detroit,0,1,1,0,0,1,0,0,0,0,0.0322233,0,-24.7403,-20.2796,-4.46071,Horz
522,Noah Shelby,Vanderbilt,SEC,14,8.5,105.6,19.8,45.1,47.04,0.9,5.2,4.7,2.4,6,9,0.667,2,6,0.333,0,0.5,17.6,Fr,3-Jun,2,0.738941,2023,77255,"McKinney, TX",Rice,3.00140056,0,0,2,6,0,0.333333333,0,0,0,0.610588,0,-1.80039,2.99345,-4.79384,CUSA
523,Sebastian Thomas,Rhode Island,A10,31,56.4,86.4,19.2,39.1,42.59,1.5,9.9,26.8,22.7,35,54,0.648,45,112,0.402,1.3,2.4,28.7,So,1-Jun,4,-0.0860928,2023,75575,"Providence, RI",Albany,1.660349769,29,62,16,50,0.467741935,0.32,0,0,0,1.99951,0,-2.98656,-2.56531,-0.421245,AE
524,Hunter Sallis,Gonzaga,WCC,36,41.6,111.3,14.2,50.4,54.68,3.8,11.6,11.1,16.9,32,41,0.78,48,83,0.578,1.1,2.1,32.8,So,5-Jun,5,1.06505,2023,75746,"Omaha, NE",Wake Forest,1.785676533,36,57,12,26,0.631578947,0.461538462,7,7,1,1.75861,0,3.63146,2.3862,1.24526,ACC
525,Mike Bekelja,Duquesne,A10,23,17.1,76.6,8.9,35,42.02,2,9.4,7.4,32.4,6,8,0.75,1,7,0.143,0,1.1,40,Fr,2-Jun,22,-0.640811,2022,72494,"Solon, OH",Kent St.,0.899954002,0,2,1,5,0,0.2,0,0,0,0.496487,0,-6.75821,-4.47779,-2.28041,MAC
526,Isa Silva,Stanford,P12,32,31.4,89.8,17,46.1,48.69,0,5,16.9,24.9,19,31,0.613,32,65,0.492,0,1.2,34.8,So,4-Jun,1,0.160588,2023,75351,"Sacramento, CA",Long Beach St.,1.310417126,21,41,11,24,0.512195122,0.458333333,1,1,1,1.01296,0,-5.26216,-2.22319,-3.03897,BW
527,Rakeim Gary,South Carolina St.,MEAC,29,60.2,95.2,25.3,46.1,49.66,3,7.9,20,21.7,63,89,0.708,60,144,0.417,0.3,2,30.1,So,10-May,11,1.09206,2023,75731,"Dallas, TX",New Mexico St.,1.038461538,29,63,31,81,0.46031746,0.382716049,0,0,0,0.889695,0,-4.71684,-0.432165,-4.28467,WAC
528,Josh Oduro,George Mason,A10,33,72.3,106.1,29.7,56,57.64,10.5,21.5,22.8,19.1,106,172,0.616,194,335,0.579,3.4,1.6,47.1,Sr,9-Jun,13,3.1787,2023,71233,"Gainesville, VA",Providence,0.934789627,132,193,62,142,0.683937824,0.436619718,16,18,0.888888889,3.46512,0,5.43248,1.78446,3.64802,BE
529,Brandon Suggs,UCF,Amer,32,43.8,105.9,19.2,51.8,58.17,5.9,14.5,9.8,22.2,65,85,0.765,52,107,0.486,0.8,2.4,60.3,Sr,6-Jun,4,1.31323,2023,71623,"Powder Springs, GA",New Mexico St.,0.69764846,41,78,11,30,0.525641026,0.366666667,3,3,1,2.26356,0,1.28191,-0.390644,1.67256,WAC
530,John Olmsted,Arizona St.,P12,10,1.2,102.9,2.9,0,52.63,0,18.1,0,0,1,2,0.5,0,0,0,6.3,0,0,Sr,10-Jun,15,-0.0416347,2023,72047,"Morenci, AZ",Montana St.,0,0,0,0,0,0,0,0,0,0,0.204397,0,-2.53478,-4.9147,2.37992,BSky
531,Caleb Mills,Florida St.,ACC,32,74.1,102,25.4,45.5,52.31,2.1,10,24.1,16.9,112,134,0.836,107,232,0.461,2.3,2.6,40.1,Jr,5-Jun,4,2.53948,2023,70935,"Asheville, NC",Memphis,1.571428571,81,140,26,92,0.578571429,0.282608696,7,9,0.777777778,2.37502,0,1.031,1.37895,-0.347944,Amer
532,Javon Bennett,Merrimack,NEC,32,75.2,86.8,24.3,42.9,46.65,2.3,5.6,27.3,21.9,55,73,0.753,63,145,0.434,0.2,5.6,24,Fr,11-May,2,-0.0229227,2023,76011,"Orlando, FL",Dayton,1.288882173,49,95,14,50,0.515789474,0.28,0,0,0,3.12835,0,-2.01008,-2.37532,0.365236,A10
533,Simas Lukosius,Butler,BE,32,83.4,101.5,20.4,52.1,54.8,2.4,12,18,17.2,48,60,0.8,73,154,0.474,0.3,1.8,19.4,So,6-Jun,41,2.23126,2023,74881,"Kaunas, Lithuania",Cincinnati,1.460280374,44,83,29,71,0.530120482,0.408450704,0,0,0,3.56513,0,1.87689,1.14243,0.734468,Amer
534,Birima Seck,New Mexico,MWC,27,12,91.4,10,41.2,45.34,9.5,10.3,3.8,27.8,4,6,0.667,7,17,0.412,4.7,0.3,35.3,So,11-Jun,34,-0.143863,2023,75277,"Dakar, Senegal",Fairfield,0.500175009,6,13,1,4,0.461538462,0.25,0,0,0,0.5278,0,-0.986712,-1.90947,0.922753,MAAC
535,DJ Davis,UC Irvine,BW,32,69,110.5,24.8,51.4,56.5,2.2,6.1,9.1,11.5,99,112,0.884,70,173,0.405,0,1.6,29.2,Jr,1-Jun,22,3.05253,2023,72240,"Moreno Valley, CA",Butler,0.95828021,14,38,56,135,0.368421053,0.414814815,0,0,0,2.46997,0,2.30162,3.53245,-1.23083,BE
536,DJ Burns,Murray St.,MVC,31,62.5,119.8,18.5,55.6,60.3,13.1,17.3,12,15.7,61,77,0.792,98,178,0.551,1.3,1,43,Jr,7-Jun,55,2.62167,2023,74633,"New Orleans, LA",Youngstown St.,1.20511979,75,120,23,58,0.625,0.396551724,2,3,0.666666667,1.75242,0,1.95173,2.4847,-0.532974,Horz
537,Tyler Millin,Middle Tennessee,CUSA,28,32.2,88.5,16.3,47,46.15,3.9,10.5,5.1,20,7,20,0.35,25,47,0.532,1.4,1.8,19.8,Jr,7-Jun,1,-0.130199,2023,71348,"Calera, AL",Chattanooga,0.590890495,21,33,4,14,0.636363636,0.285714286,5,5,1,1.28598,0,-3.1667,-2.07941,-1.08729,SC
538,"Pierre Geneste, Jr.",Louisiana Tech,CUSA,5,1.8,152,10.8,100,100,11,17.3,0,25.1,0,0,0,4,4,1,6.1,0,0,Fr,11-Jun,34,0.66252,2023,76884,"Los Angeles, CA",Fresno St.,0,4,4,0,0,1,0,4,4,1,0.280695,0,-1.45538,0.102855,-1.55823,MWC
539,Shon Robinson,Austin Peay,ASun,17,39.4,96.1,20.2,54.7,58.86,2.8,15.1,10.2,25.9,28,33,0.848,41,74,0.554,2.4,2.1,28.4,So,9-Jun,12,0.620269,2023,71264,"Chicago, IL",Incarnate Word,0.62501125,32,43,9,31,0.744186047,0.290322581,12,15,0.8,1.8263,0,-2.98181,-2.91306,-0.0687439,Slnd
540,Mohamed Wague,West Virginia,B12,28,21.9,121.6,18.8,74.2,69.57,19.5,15.9,4.8,20.5,24,45,0.533,46,62,0.742,5.7,2.3,72.6,So,10-Jun,11,1.46776,2023,76128,"Bronx, NY",Alabama,0.349993,43,55,3,7,0.781818182,0.428571429,11,11,1,1.33578,0,9.02718,5.33729,3.68989,SEC
541,Ishmael Leggett,Rhode Island,A10,31,85.3,105.4,25.2,45.4,52.84,5.1,13.8,16.7,15.5,147,174,0.845,109,249,0.438,0.8,2.3,43.6,So,3-Jun,10,3.04779,2023,72271,"Prince George's County, MD",Pittsburgh,1.013863773,69,134,40,115,0.514925373,0.347826087,1,1,1,3.13489,0,2.30144,2.19179,0.109649,ACC
542,Jarred Hyder,California,P12,22,15.1,72.1,15.5,26.9,32.79,1.2,7.8,16.1,20.5,8,11,0.727,6,23,0.261,0.6,0.9,28.2,Jr,3-Jun,3,-0.477798,2022,70594,"San Bernardino, CA",Cal Poly,1.700110011,5,8,1,14,0.625,0.071428571,0,0,0,0.737056,0,-5.39504,-4.78355,-0.611489,BW
543,Silas Sunday,Iona,MAAC,26,9.3,113.9,18.5,55.9,55.63,19.3,17.5,5.6,17,3,6,0.5,19,34,0.559,3.3,0.9,17.6,Fr,Jul-00,33,0.402422,2023,76092,"Lucan, Ireland",Hofstra,0.571322437,12,23,7,11,0.52173913,0.636363636,0,0,0,0.54186,0,-0.354083,0.194371,-0.548454,CAA
544,Brandon Murray,Georgetown,BE,27,72.1,92.6,24.5,44.7,47.29,2.7,10,19.3,18.1,59,91,0.648,103,238,0.433,1.5,2.3,26.1,So,5-Jun,0,1.6799,2023,75687,"Germantown, MD",Mississippi,1.208309896,55,104,48,134,0.528846154,0.358208955,4,4,1,2.59008,0,-0.249654,0.119518,-0.369173,SEC
545,Caleb Dorsey,Penn St.,B10,16,12.7,92.7,15.2,43.2,45.34,6.7,15,6.4,17.1,5,8,0.625,10,25,0.4,1.7,2,21.6,Jr,7-Jun,4,0.0545038,2023,72774,"Westminster, MD",William & Mary,0.875,9,21,1,4,0.428571429,0.25,0,0,0,1.19699,0,0.202643,-1.35927,1.56192,CAA
546,Ta'Lon Cooper,Minnesota,B10,31,90.9,97.3,20.4,46.3,48.75,1.9,10.8,35.8,21.8,54,88,0.614,70,173,0.405,2.4,1.8,32.5,Jr,4-Jun,55,1.94986,2023,71823,"Roebuck, SC",South Carolina,2.361470083,33,68,37,105,0.485294118,0.352380952,0,1,0,3.11777,0,0.953987,0.849411,0.104575,SEC
547,Dre Fuller Jr.,UCF,Amer,24,24.4,101.2,18,49.4,52.18,5.7,16,9.7,17.8,14,19,0.737,27,57,0.474,1.2,2.6,23.2,Jr,5-Jun,24,0.716942,2022,65639,"Fayetteville, NC",UTSA,0.874906255,17,28,10,29,0.607142857,0.344827586,1,1,1,1.30099,0,0.429211,-0.413751,0.842962,CUSA
548,Jared Bynum,Providence,BE,29,59.6,110.1,20.8,46,50.93,1.6,8.6,28.3,16.4,59,71,0.831,58,131,0.443,0.5,1.8,28.4,Sr,10-May,4,2.64455,2023,66190,"Largo, MD",Stanford,2.659529833,38,74,20,57,0.513513514,0.350877193,0,0,0,2.49184,0,1.79747,3.25796,-1.46049,P12
549,Shamir Bogues,Tarleton St.,WAC,30,71.4,106.7,16,53.1,56.15,3.1,12.6,12.3,15.3,52,75,0.693,87,160,0.544,2.1,3.3,38.5,So,4-Jun,3,1.50354,2023,72960,"Killeen, TX",Vermont,1.4,58,101,29,59,0.574257426,0.491525424,3,4,0.75,2.8893,0,4.13109,1.35669,2.77439,AE
550,Duane Posey,Alabama St.,SWAC,30,45.1,98,23.6,43.1,50.6,12.3,16.9,5.3,18.5,72,100,0.72,69,156,0.442,3.3,1.2,62.5,Jr,7-Jun,4,0.836969,2023,76960,"Memphis, TN",Northwestern St.,0.288922568,54,110,10,39,0.490909091,0.256410256,10,14,0.714285714,1.22488,0,-5.77973,-3.66285,-2.11688,Slnd
551,Howard Fleming Jr.,Winthrop,BSth,10,17.6,77,19.2,37,41.67,2.5,17.5,12.4,27.5,11,16,0.688,5,17,0.294,0.5,2.2,32,Jr,5-Jun,5,-0.745254,2023,73495,"Louisville, KY",UT Rio Grande Valley,0.736842105,3,13,2,4,0.230769231,0.5,0,0,0,1.57209,0,-5.88785,-4.01739,-1.87046,WAC
552,Brayon Freeman,Rhode Island,A10,23,53.1,93.8,29.3,42.3,46.32,2.6,9.1,25,15.8,67,95,0.705,80,210,0.381,0.2,2.4,30.6,So,2-Jun,2,1.77831,2023,74989,"Washington, DC",Coastal Carolina,1.207568459,54,113,26,97,0.477876106,0.268041237,0,0,0,2.46193,0,-1.48068,0.195215,-1.6759,SB
553,Burke Smith,Boise St.,MWC,9,2,64.2,14.9,27.8,27.78,0,38.6,0,0,0,0,0,1,5,0.2,0,0,0,So,11-Jun,4,-0.291282,2023,73093,"Glen Allen, VA",Pacific,0,1,4,0,1,0.25,0,1,1,1,0.402935,0,-14.649,-9.50612,-5.14291,WCC
554,Neal Begovich,Stanford,P12,8,2.1,83,23.4,22.2,30.77,12.9,26.3,12.7,9.2,3,5,0.6,2,5,0.4,4.4,2.2,55.6,Jr,9-Jun,21,0.0017792,2023,70666,"San Francisco, CA",Duke,2,2,5,0,0,0.4,0,0,0,0,0.312539,0,-0.758208,-1.80363,1.04542,ACC
555,David Jones,St. John's,BE,31,59.6,99.3,27,44.4,47.13,9.5,19,11.7,14.6,51,65,0.785,116,260,0.446,1.6,2.6,16.1,Jr,6-Jun,23,2.1575,2023,74217,"Santo Domingo, Dominican Republic",Memphis,0.844788883,89,179,27,81,0.497206704,0.333333333,8,9,0.888888889,2.99747,0,2.77126,1.61502,1.15623,Amer
556,Maxwell Land,St. Francis PA,NEC,29,82.1,99.2,21.1,48.9,51.37,3.8,15,9,14.4,43,55,0.782,91,196,0.464,0.6,0.9,16.5,Jr,4-Jun,11,1.1002,2023,74101,"Cincinnati, OH",South Alabama,0.862764706,43,87,48,109,0.494252874,0.440366972,4,6,0.666666667,1.37539,0,-4.25997,-1.04752,-3.21245,SB
557,Robert McCray,Wake Forest,ACC,14,4,114.7,20.5,66.7,65.33,8.7,7.5,10.3,19.2,2,4,0.5,6,8,0.75,1.8,2,22.2,Fr,4-Jun,25,0.431246,2022,74901,"Columbia, SC",Jacksonville,0.750087504,6,8,0,0,0.75,0,2,3,0.666666667,0.40577,0,3.57152,3.65048,-0.0789505,ASun
558,Jalen Jackson,Illinois Chicago,MVC,29,57.3,90.4,18.6,46.1,50.05,2,7.3,14.1,20.5,55,88,0.625,58,124,0.468,1.6,2.4,53.3,Fr,2-Jun,1,0.118434,2023,76386,"Fort Wayne, IN",Fort Wayne,1.042509734,32,71,26,53,0.450704225,0.490566038,2,3,0.666666667,1.78081,0,-4.24529,-3.15652,-1.08876,Horz
559,Max Shulga,Utah St.,MWC,34,78.1,111.3,21.2,52.1,58.52,2.4,14,22.5,19.6,112,136,0.824,70,141,0.496,1,1.4,47.9,Jr,4-Jun,11,3.27357,2023,73607,"Kiev, Ukraine",VCU,1.750010938,40,61,30,80,0.655737705,0.375,2,3,0.666666667,3.34207,0,4.7757,3.28528,1.49041,A10
560,R.J. Blakney,Dayton,A10,30,52,102.5,15.6,50,53.67,4.3,8.1,9.7,19.7,42,58,0.724,47,76,0.618,2.4,1.9,40.8,So,6-Jun,23,0.81135,2023,73049,"Baltimore, MD",Old Dominion,1.028542042,39,53,7,22,0.735849057,0.318181818,15,19,0.789473684,2.59054,0,2.12334,0.352275,1.77107,SB
561,Jalen Benjamin,Mount St. Mary's,MAAC,30,73.4,100.3,30.3,47.2,52.33,1.8,8.1,28.6,18.1,107,134,0.799,116,268,0.433,0.2,1.1,33.9,Sr,10-May,5,2.60076,2023,71973,"Raleigh, NC",Santa Clara,1.356315696,53,114,63,154,0.464912281,0.409090909,0,0,0,2.14494,0,-1.94334,0.828255,-2.7716,WCC
562,RayQuawndis Mitchell,UMKC,Sum,30,89,97.8,28,42.3,49.61,2.7,9.7,11,19.1,147,175,0.84,75,194,0.387,0.2,1.5,39.5,Sr,5-Jun,21,2.04332,2023,66128,"Atlanta, GA",Penn St.,0.52042449,36,70,39,124,0.514285714,0.314516129,3,3,1,2.30271,0,-4.6457,-0.963404,-3.6823,B10
563,Jerrell Colbert,LSU,SEC,4,2,80,9.9,25,25,8.3,12.4,12.3,21.2,0,0,0,1,3,0.333,15.3,4.2,0,Fr,10-Jun,20,-0.496368,2022,75684,"Houston, TX",Kansas St.,2,1,2,0,1,0.5,0,1,1,1,1.00395,0,9.93519,-2.35322,12.2884,B12
564,Francisco Caffaro,Virginia,ACC,20,12.5,114.9,14.1,75,70.05,12,14.4,4.7,24.5,10,18,0.556,15,20,0.75,0.8,0.4,90,Sr,1-Jul,22,0.617945,2023,66230,"El Trebo, Argentina",Santa Clara,0.444444444,11,14,4,6,0.785714286,0.666666667,5,6,0.833333333,0.899333,0,0.120655,-0.131131,0.251786,WCC
565,Will McNair Jr.,Mississippi St.,SEC,34,31.2,91.6,16.9,46.6,48.13,8,21.6,6.3,21.9,15,26,0.577,44,83,0.53,5.3,1.6,25,Sr,11-Jun,13,0.157816,2023,65448,"Philadelphia, PA",Providence,0.500065385,29,42,15,41,0.69047619,0.365853659,2,4,0.5,1.81138,0,0.144572,-3.82673,3.9713,BE
566,Carter Murphy,Air Force,MWC,31,42.2,101,22.8,54.6,57.89,2,10.6,14.7,18.7,34,41,0.829,71,117,0.607,1.2,2.4,23.6,Sr,4-Jun,4,1.08034,2023,71199,"Phoenix, AZ",Georgia Tech,0.918977796,44,70,27,47,0.628571429,0.574468085,2,2,1,1.57879,0,-1.63229,-0.877477,-0.754818,ACC
567,Lars Thiemann,California,P12,31,60.2,97.4,23.6,48.5,53.53,9.7,16.4,6.6,19.3,74,100,0.74,111,228,0.487,3,1.1,43.7,Sr,1-Jul,21,1.7086,2023,70859,"Krefeld, Germany",Loyola Marymount,0.333333333,75,128,36,100,0.5859375,0.36,11,14,0.785714286,2.18485,0,-1.48995,-1.83397,0.344014,WCC
568,Ashton Smith,Chattanooga,SC,5,0.6,20.2,22,0,0,15.3,0,0,0,0,0,0,0,3,0,0,0,0,So,8-May,11,-0.366638,2022,70748,"Memphis, TN",Austin Peay,0,0,2,0,1,0,0,0,0,0,0.0892884,0,-22.5099,-14.1769,-8.33297,ASun
569,Nate Martin,Texas St.,SB,27,45.8,105.7,21.5,51,56.06,11.8,15.7,6.9,19.8,55,75,0.733,76,149,0.51,4.2,1.1,50.3,Jr,8-Jun,11,1.63287,2023,72508,"Cypress, TX",Marshall,0.609716836,55,101,21,48,0.544554455,0.4375,3,3,1,1.85071,0,-0.20557,-0.208874,0.00330454,SB
570,Kadar Waller,Mississippi Valley St.,SWAC,32,42.3,99.2,23.6,46.9,56.4,2.4,10.8,22.3,24.2,81,100,0.81,45,101,0.446,0.2,2.8,69.4,Jr,Jun-00,3,0.90511,2023,75805,"Bakersfield, CA",Cal St. Bakersfield,0.962323391,35,64,10,37,0.546875,0.27027027,0,0,0,0.964226,0,-3.64789,-0.942902,-2.70499,BW
571,Kamar Robertson,Mercer,SC,28,59.4,107.4,21.2,52.3,57.47,2.9,9.4,11.4,18.4,66,79,0.835,55,112,0.491,0.9,2.1,35.9,Sr,Jun-00,1,1.76084,2023,71442,"Alpharetta, GA",Western Carolina,0.914913309,25,51,30,61,0.490196078,0.491803279,0,0,0,2.29914,0,1.25913,0.748425,0.510701,SC
572,Isaac Mushila,Texas A&M Corpus Chris,Slnd,31,69.9,121.2,23.1,54,61.95,13.4,27.6,7.9,15.4,149,182,0.819,121,224,0.54,0.3,2.6,69.2,Sr,5-Jun,10,3.27574,2023,75257,"Lubumbashi, Congo",New Mexico,0.683310972,117,198,4,26,0.590909091,0.153846154,2,3,0.666666667,2.67063,0,2.00302,2.47253,-0.469503,MWC
573,Kim Aiken Jr.,Arizona,P12,7,6.4,137.8,16.4,64.8,62.61,10.1,16.3,24,10.6,0,2,0,4,11,0.364,2,4.1,7.4,Jr,7-Jun,24,1.94261,2022,65457,"Redlands, CA",New Mexico St.,4.666355576,4,7,0,4,0.571428571,0,0,1,0,1.81394,0,13.1971,9.08638,4.1107,WAC
574,Rienk Mast,Bradley,MVC,29,61.2,114.2,25.4,55.4,57.58,9.2,23.9,18.5,14.9,53,72,0.736,138,245,0.563,2.3,1.3,22.9,Jr,9-Jun,51,3.51244,2023,70772,"Groningen, Netherlands",Nebraska,1.346160281,62,102,76,143,0.607843137,0.531468531,2,3,0.666666667,3.37715,0,5.0027,3.00318,1.99952,B10
575,Aziz Bandaogo,Utah Valley,WAC,34,74.6,116.2,18.1,60.5,62.02,10.5,23.9,6.9,15.8,93,145,0.641,145,239,0.607,8.5,0.9,57.5,So,Jul-00,55,2.84416,2023,72554,"Dakar, Senegal",Cincinnati,0.71183996,119,164,26,75,0.725609756,0.346666667,90,99,0.909090909,4.25687,0,6.84296,1.05556,5.7874,Amer
576,Johnathan Massie,McNeese St.,Slnd,33,76.9,92.7,22.5,41.1,48.59,4.2,13.9,17.6,24.9,100,120,0.833,89,220,0.405,0.3,2.5,40.4,So,6-Jun,5,0.520559,2023,74580,"Houston, TX",Longwood,0.948966139,50,114,39,106,0.438596491,0.367924528,3,3,1,1.73207,0,-4.05978,-2.70198,-1.3578,BSth
577,Jamison Battle,Minnesota,B10,27,77,88.9,21,45.7,47.3,1,11.3,11,15,25,32,0.781,67,150,0.447,1.2,1,9.4,Jr,7-Jun,10,1.06686,2023,70284,"Robbinsdale, MN",Ohio St.,0.939953561,17,32,50,118,0.53125,0.423728814,1,2,0.5,2.9536,0,-1.78678,-0.442048,-1.34474,B10
578,Cormac Ryan,Notre Dame,ACC,32,84.4,105.7,21,50.5,54.04,2.4,11.8,14.4,12.9,62,75,0.827,71,145,0.49,1.3,2.3,22.9,Sr,5-Jun,5,2.52562,2023,65941,"New York, NY",North Carolina,1.645866667,42,77,29,68,0.545454545,0.426470588,3,3,1,2.75459,0,2.7503,2.43992,0.310379,ACC
579,Bryant Randleman,High Point,BSth,24,55.1,100.8,20,50.6,52.92,1.9,10.7,24.8,20.9,55,95,0.579,80,155,0.516,0.8,2.8,60.1,Sr,3-Jun,5,0.980557,2023,70901,"Durham, NC",James Madison,1.581828496,58,111,22,44,0.522522523,0.5,1,1,1,1.82253,0,-2.86985,-1.59255,-1.27731,SB
580,Adrame Diongue,Washington St.,P12,23,10.5,88.4,17.9,52.6,55.4,14.6,20.6,5.3,36,10,17,0.588,10,18,0.556,8.9,2.6,89.5,Fr,Jul-00,15,0.0687486,2023,77303,"Dakar, Senegal",San Jose St.,0.266636001,10,15,0,3,0.666666667,0,6,6,1,0.912719,0,3.2992,-3.33514,6.63433,MWC
581,Alex Kotov,Illinois St.,MVC,23,10.8,72.9,13.1,46.4,44.91,11.2,16,10.9,46.6,0,1,0,5,12,0.417,1.7,1.3,7.1,Sr,10-Jun,25,-0.473477,2023,73026,"Moscow, Russia",Campbell,0.571381633,4,7,1,5,0.571428571,0.2,3,3,1,0.404988,0,-6.22595,-5.75593,-0.470025,BSth
582,Barry Dunning Jr.,Arkansas,SEC,16,3.5,59.7,10.2,25,27.93,2.3,4.5,3.1,21.8,1,2,0.5,2,6,0.333,0,2.2,25,Fr,6-Jun,12,-0.382855,2023,76139,"Mobile, AL",UAB,0.5,2,3,0,3,0.666666667,0,1,1,1,0.335005,0,-3.52232,-3.8869,0.364576,CUSA
583,Evan Mahaffey,Penn St.,B10,34,21.1,113.4,17.2,60,60.03,8.8,13.3,7.1,15.9,16,28,0.571,33,53,0.623,2.4,1.8,43.1,Fr,6-Jun,12,0.871744,2023,77289,"Cincinnati, OH",Ohio St.,0.856969403,31,41,2,12,0.756097561,0.166666667,10,10,1,0.989105,0,2.94974,1.46912,1.48062,B10
584,T.J. Bickerstaff,Boston College,ACC,33,46.7,98.6,19.7,47.6,50.4,13,22.9,12.7,21.7,34,54,0.63,68,142,0.479,3.4,2.8,37.8,Sr,9-Jun,1,0.826284,2023,71777,"Atlanta, GA",James Madison,0.909097727,58,111,10,31,0.522522523,0.322580645,2,4,0.5,2.18338,0,2.63057,-0.884582,3.51515,SB
585,Kowacie Reeves,Florida,SEC,31,45.1,90.7,24.8,44.5,47.75,2.3,12.4,6.1,13.1,44,62,0.71,59,117,0.504,1,1.6,25.1,So,6-Jun,14,0.859861,2023,74990,"Macon, GA",Georgia Tech,0.5,48,79,11,38,0.607594937,0.289473684,16,20,0.8,2.19107,0,-2.42841,-1.2944,-1.13401,ACC
586,Abou Ousmane,North Texas,CUSA,32,53.1,107.2,27.1,48.9,52.8,12.6,18.3,11.6,15.3,70,97,0.722,134,273,0.491,6.5,2.3,35.4,Jr,10-Jun,33,2.55761,2023,72617,"Brooklyn, NY",Xavier,0.71997824,101,163,33,110,0.619631902,0.3,18,23,0.782608696,3.44868,0,5.41053,0.391916,5.01861,BE
